Path 302 LAT	27.401088986744945	27.402859151437575	27.404629316130205	27.406399480822834	27.408169645515464	27.409939810208094	27.411709974900724	27.413480139593354	27.415250304285983	27.417020468978613	27.418790633671243	27.420560798363873	27.422330963056503	27.424101127749132	27.425871292441762	27.427641457134392	27.429411621827022	27.43118178651965	27.43295195121228	27.434722115904908	27.436492280597538	27.438262445290167	27.440032609982797	27.441802774675427	27.443572939368057	27.445343104060687	27.447113268753316	27.448883433445946	27.450653598138576	27.452423762831206	27.454193927523836	27.455964092216465	27.457734256909095	27.459504421601725	27.461274586294355	27.463044750986985	27.464814915679614	27.46658508037224	27.46835524506487	27.4701254097575	27.47189557445013
Path 303 LON	-53.028720230458696	-53.03048825641025	-53.03048825641025	-53.03048825641025	-53.032256282361814	-53.03402430831337	-53.03579233426493	-53.03756036021649	-53.03932838616805	-53.04109641211961	-53.04286443807117	-53.044632464022726	-53.04640048997429	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.0499365418774	-53.05170456782896	-53.05347259378052	-53.05524061973208	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.0587766716352	-53.06054469758676	-53.06231272353832	-53.064080749489875	-53.06584877544144
Path 303 LAT	27.401088986744945	27.402859151437575	27.404629316130205	27.406399480822834	27.408169645515464	27.409939810208094	27.411709974900724	27.413480139593354	27.415250304285983	27.417020468978613	27.418790633671243	27.420560798363873	27.422330963056503	27.424101127749132	27.425871292441762	27.427641457134392	27.429411621827022	27.43118178651965	27.43295195121228	27.434722115904908	27.436492280597538	27.438262445290167	27.440032609982797	27.441802774675427	27.443572939368057	27.445343104060687	27.447113268753316	27.448883433445946	27.450653598138576	27.452423762831206	27.454193927523836	27.455964092216465	27.457734256909095	27.459504421601725	27.461274586294355	27.463044750986985	27.464814915679614	27.46658508037224	27.46835524506487	27.4701254097575	27.47189557445013
Path 304 LON	-53.028720230458696	-53.03048825641025	-53.03048825641025	-53.03048825641025	-53.032256282361814	-53.03402430831337	-53.03579233426493	-53.03756036021649	-53.03932838616805	-53.04109641211961	-53.04286443807117	-53.044632464022726	-53.04640048997429	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.0499365418774	-53.05170456782896	-53.05347259378052	-53.05524061973208	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.0587766716352	-53.06054469758676	-53.06231272353832	-53.064080749489875	-53.06584877544144
Path 304 LAT	27.401088986744945	27.402859151437575	27.404629316130205	27.406399480822834	27.408169645515464	27.409939810208094	27.411709974900724	27.413480139593354	27.415250304285983	27.417020468978613	27.418790633671243	27.420560798363873	27.422330963056503	27.424101127749132	27.425871292441762	27.427641457134392	27.429411621827022	27.43118178651965	27.43295195121228	27.434722115904908	27.436492280597538	27.438262445290167	27.440032609982797	27.441802774675427	27.443572939368057	27.445343104060687	27.447113268753316	27.448883433445946	27.450653598138576	27.452423762831206	27.454193927523836	27.455964092216465	27.457734256909095	27.459504421601725	27.461274586294355	27.463044750986985	27.464814915679614	27.46658508037224	27.46835524506487	27.4701254097575	27.47189557445013
Path 305 LON	-53.028720230458696	-53.03048825641025	-53.03048825641025	-53.03048825641025	-53.032256282361814	-53.03402430831337	-53.03579233426493	-53.03756036021649	-53.03932838616805	-53.04109641211961	-53.04286443807117	-53.044632464022726	-53.04640048997429	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.0499365418774	-53.05170456782896	-53.05347259378052	-53.05524061973208	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.0587766716352	-53.06054469758676	-53.06231272353832	-53.064080749489875	-53.06584877544144
Path 305 LAT	27.401088986744945	27.402859151437575	27.404629316130205	27.406399480822834	27.408169645515464	27.409939810208094	27.411709974900724	27.413480139593354	27.415250304285983	27.417020468978613	27.418790633671243	27.420560798363873	27.422330963056503	27.424101127749132	27.425871292441762	27.427641457134392	27.429411621827022	27.43118178651965	27.43295195121228	27.434722115904908	27.436492280597538	27.438262445290167	27.440032609982797	27.441802774675427	27.443572939368057	27.445343104060687	27.447113268753316	27.448883433445946	27.450653598138576	27.452423762831206	27.454193927523836	27.455964092216465	27.457734256909095	27.459504421601725	27.461274586294355	27.463044750986985	27.464814915679614	27.46658508037224	27.46835524506487	27.4701254097575	27.47189557445013
Path 306 LON	-53.028720230458696	-53.03048825641025	-53.03048825641025	-53.03048825641025	-53.032256282361814	-53.03402430831337	-53.03579233426493	-53.03756036021649	-53.03932838616805	-53.04109641211961	-53.04286443807117	-53.044632464022726	-53.04640048997429	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.0499365418774	-53.05170456782896	-53.05347259378052	-53.05524061973208	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.0587766716352	-53.06054469758676	-53.06231272353832	-53.064080749489875	-53.06584877544144
Path 306 LAT	27.401088986744945	27.402859151437575	27.404629316130205	27.406399480822834	27.408169645515464	27.409939810208094	27.411709974900724	27.413480139593354	27.415250304285983	27.417020468978613	27.418790633671243	27.420560798363873	27.422330963056503	27.424101127749132	27.425871292441762	27.427641457134392	27.429411621827022	27.43118178651965	27.43295195121228	27.434722115904908	27.436492280597538	27.438262445290167	27.440032609982797	27.441802774675427	27.443572939368057	27.445343104060687	27.447113268753316	27.448883433445946	27.450653598138576	27.452423762831206	27.454193927523836	27.455964092216465	27.457734256909095	27.459504421601725	27.461274586294355	27.463044750986985	27.464814915679614	27.46658508037224	27.46835524506487	27.4701254097575	27.47189557445013
Path 307 LON	-53.028720230458696	-53.03048825641025	-53.03048825641025	-53.03048825641025	-53.032256282361814	-53.03402430831337	-53.03579233426493	-53.03756036021649	-53.03932838616805	-53.04109641211961	-53.04286443807117	-53.044632464022726	-53.04640048997429	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.0499365418774	-53.05170456782896	-53.05347259378052	-53.05524061973208	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.0587766716352	-53.06054469758676	-53.06231272353832	-53.064080749489875	-53.06584877544144
Path 307 LAT	27.401088986744945	27.402859151437575	27.404629316130205	27.406399480822834	27.408169645515464	27.409939810208094	27.411709974900724	27.413480139593354	27.415250304285983	27.417020468978613	27.418790633671243	27.420560798363873	27.422330963056503	27.424101127749132	27.425871292441762	27.427641457134392	27.429411621827022	27.43118178651965	27.43295195121228	27.434722115904908	27.436492280597538	27.438262445290167	27.440032609982797	27.441802774675427	27.443572939368057	27.445343104060687	27.447113268753316	27.448883433445946	27.450653598138576	27.452423762831206	27.454193927523836	27.455964092216465	27.457734256909095	27.459504421601725	27.461274586294355	27.463044750986985	27.464814915679614	27.46658508037224	27.46835524506487	27.4701254097575	27.47189557445013
Path 308 LON	-53.028720230458696	-53.03048825641025	-53.03048825641025	-53.03048825641025	-53.032256282361814	-53.03402430831337	-53.03579233426493	-53.03756036021649	-53.03932838616805	-53.04109641211961	-53.04286443807117	-53.044632464022726	-53.04640048997429	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.0499365418774	-53.05170456782896	-53.05347259378052	-53.05524061973208	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.0587766716352	-53.06054469758676	-53.06231272353832	-53.064080749489875	-53.06584877544144
Path 308 LAT	27.401088986744945	27.402859151437575	27.404629316130205	27.406399480822834	27.408169645515464	27.409939810208094	27.411709974900724	27.413480139593354	27.415250304285983	27.417020468978613	27.418790633671243	27.420560798363873	27.422330963056503	27.424101127749132	27.425871292441762	27.427641457134392	27.429411621827022	27.43118178651965	27.43295195121228	27.434722115904908	27.436492280597538	27.438262445290167	27.440032609982797	27.441802774675427	27.443572939368057	27.445343104060687	27.447113268753316	27.448883433445946	27.450653598138576	27.452423762831206	27.454193927523836	27.455964092216465	27.457734256909095	27.459504421601725	27.461274586294355	27.463044750986985	27.464814915679614	27.46658508037224	27.46835524506487	27.4701254097575	27.47189557445013
Path 309 LON	-53.028720230458696	-53.03048825641025	-53.03048825641025	-53.03048825641025	-53.032256282361814	-53.03402430831337	-53.03579233426493	-53.03756036021649	-53.03932838616805	-53.04109641211961	-53.04286443807117	-53.044632464022726	-53.04640048997429	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.0499365418774	-53.05170456782896	-53.05347259378052	-53.05524061973208	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.0587766716352	-53.06054469758676	-53.06231272353832	-53.064080749489875	-53.06584877544144
Path 309 LAT	27.401088986744945	27.402859151437575	27.404629316130205	27.406399480822834	27.408169645515464	27.409939810208094	27.411709974900724	27.413480139593354	27.415250304285983	27.417020468978613	27.418790633671243	27.420560798363873	27.422330963056503	27.424101127749132	27.425871292441762	27.427641457134392	27.429411621827022	27.43118178651965	27.43295195121228	27.434722115904908	27.436492280597538	27.438262445290167	27.440032609982797	27.441802774675427	27.443572939368057	27.445343104060687	27.447113268753316	27.448883433445946	27.450653598138576	27.452423762831206	27.454193927523836	27.455964092216465	27.457734256909095	27.459504421601725	27.461274586294355	27.463044750986985	27.464814915679614	27.46658508037224	27.46835524506487	27.4701254097575	27.47189557445013
Path 310 LON	-53.028720230458696	-53.03048825641025	-53.03048825641025	-53.03048825641025	-53.032256282361814	-53.03402430831337	-53.03579233426493	-53.03756036021649	-53.03932838616805	-53.04109641211961	-53.04286443807117	-53.044632464022726	-53.04640048997429	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.0499365418774	-53.05170456782896	-53.05347259378052	-53.05524061973208	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.05700864568364	-53.0587766716352	-53.06054469758676	-53.06231272353832	-53.064080749489875	-53.06584877544144
Path 310 LAT	27.401088986744945	27.402859151437575	27.404629316130205	27.406399480822834	27.408169645515464	27.409939810208094	27.411709974900724	27.413480139593354	27.415250304285983	27.417020468978613	27.418790633671243	27.420560798363873	27.422330963056503	27.424101127749132	27.425871292441762	27.427641457134392	27.429411621827022	27.43118178651965	27.43295195121228	27.434722115904908	27.436492280597538	27.438262445290167	27.440032609982797	27.441802774675427	27.443572939368057	27.445343104060687	27.447113268753316	27.448883433445946	27.450653598138576	27.452423762831206	27.454193927523836	27.455964092216465	27.457734256909095	27.459504421601725	27.461274586294355	27.463044750986985	27.464814915679614	27.46658508037224	27.46835524506487	27.4701254097575	27.47189557445013
Path 311 LON	-53.028720230458696	-53.03048825641025	-53.03048825641025	-53.03048825641025	-53.03048825641025	-53.032256282361814	-53.03402430831337	-53.03579233426493	-53.03756036021649	-53.03932838616805	-53.04109641211961	-53.04109641211961	-53.04286443807117	-53.044632464022726	-53.04640048997429	-53.04640048997429	-53.04640048997429	-53.04640048997429	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.048168515925845	-53.0499365418774	-53.0499365418774	-53.05170456782896	-53.05347259378052	-53.05524061973208	-53.05700864568364	-53.0587766716352	-53.0587766716352	-53.0587766716352	-53.06054469758676	-53.06054469758676	-53.06054469758676	-53.06054469758676	-53.06054469758676	-53.06054469758676	-53.06231272353832	-53.064080749489875	-53.06584877544144
